SRVID;Date d'ouverture co;Date de souscription;Techno;Reseau;Code INSEE;Adresse IP;OPTIONS;Nb STB;STB1;STB2;STB3;STB4;STB5;STB6;STB7;STB8;STB9;STB10
31130123;16/11/2018 13:30;15/11/2018 17:40;XDSL;BYT;14384;176.166.192.221;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011630620481;;;;;;;;;
30840398;25/04/2019 02:52;20/09/2018 07:15;XDSL;BYT;50129;31.34.194.229;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011720401404;;;;;;;;;
34007893;21/06/2021 18:26;19/05/2021 20:06;FIBRE;BYT;13069;176.181.19.168;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011926215078;;;;;;;;;
26849689;22/06/2019 11:40;20/06/2019 15:02;FIBRE;BYT;31555;176.175.159.40;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011805409842;;;;;;;;;
30251892;05/04/2020 15:12;04/05/2018 05:21;FIBRE;BYT;78208;176.139.110.195;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011815413297;;;;;;;;;
30821760;06/10/2021 15:24;22/10/2020 16:57;FIBRE;BYT;51454;87.88.225.59;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011122330879;;;;;;;;;
36209283;;09/12/2021 14:30;FIBRE;BYT;88413;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
36320776;29/12/2021 08:49;18/12/2021 17:51;FIBRE;BYT;14738;176.131.17.183;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011020523005;;;;;;;;;
28214619;06/05/2022 10:51;06/05/2022 07:33;FIBRE;BYT;06112;31.37.215.248;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011515108875;;;;;;;;;
22498459;16/11/2020 10:42;16/11/2020 07:30;FIBRE;BYT;06157;62.35.139.225;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_BBOXCINE | HD | IPTV_NPVR_BASIC_PARC | IPTV_PBCANALB | IPTV_STO | LIVE | NPVR_TYPE | SVOD | VOD | VOD_24;1;272011030224685;;;;;;;;;
31550014;29/03/2019 09:35;23/03/2019 04:15;FIBRE;BYT;78242;89.90.32.51;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_BBOXCINE | FIBRE_OCS | HD | IPTV_STO | IPTV_SVOD_OCS | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011839206396;;;;;;;;;
29048851;07/04/2022 10:55;07/04/2022 08:33;FIBRE;BYT;29233;31.38.235.191;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011636335183;;;;;;;;;
21448040;24/03/2022 16:19;24/03/2022 11:33;FIBRE;BYT;16226;176.138.248.43;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011804217668;;;;;;;;;
29265106;01/03/2022 15:01;24/10/2019 16:51;FIBRE;BYT;59421;100.67.138.124;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011833102542;;;;;;;;;
33844575;19/04/2022 12:37;24/03/2021 18:46;FIBRE;BYT;75115;176.183.137.163;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011911502951;;;;;;;;;
25437809;16/11/2021 18:03;06/01/2015 19:44;XDSL;BYT;59350;31.37.186.73;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222060445425875;;;;;;;;;
34676932;;17/08/2021 20:16;FIBRE;BYT;69089;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
33027227;22/07/2021 19:39;28/08/2020 16:09;XDSL;BYT;59328;31.37.188.102;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011644005778;;;;;;;;;
27972524;;26/09/2016 14:46;XDSL;BYT;35238;;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
31362919;27/04/2021 09:23;24/06/2019 10:51;FIBRE;BYT;77373;100.64.29.229;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011903723193;;;;;;;;;
23050392;29/06/2021 11:01;22/06/2021 09:38;FIBRE;BYT;75101;176.170.93.179;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011101404059;;;;;;;;;
21469082;22/04/2021 15:03;22/04/2021 11:36;FIBRE;BYT;66195;31.34.2.152;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011047607492;;;;;;;;;
27857554;08/07/2019 09:17;08/07/2019 07:48;FIBRE;BYT;26362;176.166.232.56;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011910112083;;;;;;;;;
33458018;05/12/2020 12:03;01/12/2020 21:04;FIBRE;BYT;06079;31.37.218.227;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011029520309;;;;;;;;;
29334403;29/09/2017 19:42;27/09/2017 13:53;XDSL;BYT;36044;;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
33757482;08/03/2021 16:51;02/03/2021 07:42;FIBRE;BYT;49007;31.35.178.166;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_SALTO | HD | IPTV_MYTF1MAX_INCLUS | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011044506242;;;;;;;;;
33510358;18/12/2020 13:31;13/12/2020 16:02;FIBRE;BYT;59504;176.174.123.172;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_DISNEY | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011035320777;;;;;;;;;
28997294;27/01/2021 18:43;24/07/2017 19:45;XDSL;BYT;08409;176.150.127.166;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011721213881;;;;;;;;;
33576923;15/01/2021 16:37;06/01/2021 05:31;FIBRE;BYT;69382;87.89.190.224;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_PBCANALB | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011034101921;;;;;;;;;
30837639;28/09/2018 10:03;18/09/2018 20:05;XDSL;FT;86165;176.184.250.181;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_FT_JEUNESSEB | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011828301851;;;;;;;;;
33821334;22/04/2022 14:07;17/03/2021 15:55;FIBRE;BYT;44143;176.188.217.2;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011044212312;;;;;;;;;
20501639;14/05/2021 11:45;23/01/2018 15:49;FIBRE;BYT;75117;176.185.249.57;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | LIVE | SVOD | VOD | VOD_24;1;271011737103134;;;;;;;;;
27753176;21/07/2017 12:08;21/08/2016 06:11;XDSL;BYT;74224;213.44.130.204;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | TIME | VOD | VOD_24;1;222060502602051;;;;;;;;;
32767067;25/02/2021 14:40;09/06/2020 02:16;XDSL;FT;56122;176.163.229.90;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_FT_BBOXCINE | IPTV_FT_DIVERTI | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011039523491;;;;;;;;;
21484635;29/06/2017 17:47;15/09/2011 12:41;XDSL;BYT;63113;176.190.26.11;BBOX_BYT | RADIO_BYT | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222060545510626;;;;;;;;;
31266503;28/12/2018 14:39;21/12/2018 05:38;FIBRE;BYT;57463;176.165.173.224;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_PACK_3 | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011829422300;;;;;;;;;
24032700;11/03/2014 20:08;10/03/2014 20:34;XDSL;AX;72299;;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
29819211;19/07/2021 10:40;12/07/2021 15:18;XDSL;BYT;44143;176.166.214.163;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_BYT_SALTO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011728304063;;;;;;;;;
21008390;15/11/2019 17:05;14/11/2019 16:30;FIBRE;BYT;95424;176.186.26.58;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011812210043;;;;;;;;;
32327963;01/09/2021 19:01;03/12/2019 17:44;FIBRE;BYT;75110;62.34.102.66;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011828608164;;;;;;;;;
30440556;30/09/2021 22:05;28/09/2021 15:54;FIBRE;BYT;93073;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
33237994;18/10/2020 20:18;17/10/2020 22:01;XDSL;FT;30152;176.155.173.252;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_FT_BBOXCINE_ES | IPTV_FT_SALTO | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011750329053;;;;;;;;;
33694819;26/02/2021 16:17;11/02/2021 11:22;FIBRE;BYT;95063;94.239.197.218;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011028113601;;;;;;;;;
32369567;27/12/2019 13:40;16/12/2019 16:45;FIBRE;BYT;92032;87.91.167.36;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011804408480;;;;;;;;;
27369652;15/11/2021 20:02;15/11/2021 16:33;FIBRE;BYT;06027;62.35.158.82;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011011408059;;;;;;;;;
33905975;;14/04/2021 14:31;FIBRE;BYT;75102;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
30674053;08/06/2022 09:40;24/08/2018 14:34;XDSL;BYT;59183;100.67.196.122;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011519111362;;;;;;;;;
26265032;06/02/2018 18:40;26/08/2015 14:14;XDSL;BYT;62323;176.180.3.98;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011534108963;;;;;;;;;
36597912;21/02/2022 10:18;20/01/2022 14:47;FIBRE;BYT;68334;176.191.27.78;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011109615706;;;;;;;;;
27202986;27/05/2021 15:04;23/03/2016 11:40;FIBRE;BYT;91477;176.165.34.233;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011634603913;;;;;;;;;
21672626;10/11/2021 16:29;28/02/2020 08:47;FIBRE;BYT;69290;176.146.2.64;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | MULTI | SVOD | VOD | VOD_24;2;272011924111378;271011646202969;;;;;;;;
32836387;29/07/2021 11:29;05/07/2021 09:08;FIBRE;BYT;62555;89.85.53.77;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011914703374;;;;;;;;;
32108281;23/11/2021 02:02;01/10/2019 15:45;FIBRE;BYT;33063;176.141.144.74;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_PCK_SPORT | HD | IPTV_STO | LIVE | MULTI | SVOD | VOD | VOD_24;2;271011749202049;272011813105077;;;;;;;;
27261381;11/05/2022 15:48;10/05/2022 15:03;XDSL;BYT;84129;100.65.57.64;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011608231048;;;;;;;;;
33488768;05/05/2022 13:57;09/12/2020 07:51;FIBRE;BYT;30189;31.34.35.232;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_SALTO | HD | IPTV_STO | LIVE | MULTI | SVOD | VOD | VOD_24;2;272011035311727;272011032511659;;;;;;;;
37101889;21/03/2022 17:29;10/03/2022 16:43;FIBRE;BYT;14177;176.131.17.157;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;214023139316479;;;;;;;;;
24890978;28/05/2020 21:44;26/02/2020 08:47;FIBRE;BYT;02334;87.90.210.160;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | MULTI | SVOD | VOD | VOD_24;2;272011914110141;271011745222876;;;;;;;;
32491619;03/02/2020 14:56;23/01/2020 13:21;FIBRE;BYT;78165;176.169.18.61;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011816514044;;;;;;;;;
34510863;06/08/2021 18:50;29/07/2021 14:50;FIBRE;BYT;67204;176.180.151.10;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_GRAND_ANGLE | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011041103803;;;;;;;;;
26079973;03/06/2017 21:52;03/07/2015 08:36;XDSL;BYT;66136;;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
28644436;26/06/2021 10:45;12/05/2021 17:04;XDSL;BYT;64445;89.88.77.66;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011817333445;;;;;;;;;
34051054;30/12/2021 09:33;02/06/2021 19:43;FIBRE;BYT;60057;176.168.239.151;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_PACK_3 | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011928401114;;;;;;;;;
34735694;16/09/2021 13:31;24/08/2021 11:26;FIBRE;BYT;42218;176.190.44.202;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011118209814;;;;;;;;;
36970038;30/03/2022 18:13;26/02/2022 14:03;FIBRE;BYT;27681;89.80.203.254;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | RISK_2 | SVOD;1;272011013703861;;;;;;;;;
30373041;19/06/2018 13:08;07/06/2018 06:56;FIBRE;BYT;69389;176.185.161.154;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011747116027;;;;;;;;;
32549584;06/10/2021 02:34;09/02/2020 12:14;FIBRE;BYT;33522;195.36.242.215;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011943114346;;;;;;;;;
32402741;05/02/2020 09:38;30/12/2019 17:52;FIBRE;BYT;69282;176.145.19.59;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011934701192;;;;;;;;;
23021077;02/02/2022 12:22;10/01/2022 12:37;FIBRE;BYT;58303;94.238.133.55;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011910409448;;;;;;;;;
35326502;25/10/2021 14:39;14/10/2021 18:01;FIBRE;BYT;71119;89.91.170.64;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011735315979;;;;;;;;;
33873330;23/06/2021 22:32;03/04/2021 13:36;FIBRE;BYT;67464;176.148.177.58;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_GRAND_ANGLE | HD | IPTV_PLAYZERB | IPTV_STO | LIVE | MULTI | SVOD | VOD | VOD_24;2;272011051616132;272011051621652;;;;;;;;
32857320;02/08/2021 16:30;30/06/2020 14:05;XDSL;BYT;69149;87.89.190.182;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011725607393;;;;;;;;;
28373539;04/06/2020 16:10;04/06/2020 16:06;FIBRE;BYT;38185;176.191.125.6;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011837713229;;;;;;;;;
24755953;24/08/2014 10:57;20/08/2014 08:23;XDSL;BYT;10387;;BBOX_BYT | RADIO_BYT | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | PVR_40 | SVOD | VOD | VOD_24;0;;;;;;;;;;
35292197;24/10/2021 17:29;04/10/2021 23:12;FIBRE;BYT;92063;176.185.194.184;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011825406471;;;;;;;;;
31784097;23/07/2021 12:31;01/07/2019 17:33;XDSL;FT;59324;176.152.167.129;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011818608852;;;;;;;;;
20528060;29/12/2020 16:41;28/12/2020 15:11;XDSL;BYT;31555;5.48.217.92;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;1;222060642609420;;;;;;;;;
32693102;09/05/2020 13:30;23/04/2020 06:55;FIBRE;BYT;62724;87.88.74.191;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;271011643605917;;;;;;;;;
29555300;23/12/2017 17:58;09/11/2017 14:07;XDSL;AX;49299;89.95.29.121;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011542631782;;;;;;;;;
27461582;16/05/2018 02:16;11/06/2016 18:45;FIBRE;BYT;75119;176.158.168.54;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011541107750;;;;;;;;;
30893775;02/10/2018 23:13;24/09/2018 17:10;FIBRE;BYT;69266;176.185.169.125;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_SALTO | HD | LIVE | SVOD | VOD | VOD_24;1;272011819109750;;;;;;;;;
26000243;02/06/2022 12:59;23/05/2022 11:29;FIBRE;BYT;86024;31.35.146.140;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011847715123;;;;;;;;;
32563008;27/02/2020 13:31;14/02/2020 06:08;FIBRE;BYT;69290;176.146.22.137;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_BEIN_CRYP1 | FIBRE_BEIN_CRYP2 | FIBRE_BEIN_CRYP3 | FIBRE_BEIN_SPORT | FIBRE_JEUNESSE | FIBRE_OCS | HD | IPTV_STO | IPTV_SVOD_OCS | LIVE | SVOD | VOD | VOD_24;1;271011646100619;;;;;;;;;
32483181;25/03/2022 11:40;21/01/2020 18:38;FIBRE;BYT;42187;176.142.151.155;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_OCS | HD | IPTV_STO | IPTV_SVOD_OCS | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011939422802;;;;;;;;;
34609942;01/03/2022 10:27;10/08/2021 12:42;FIBRE;BYT;59271;100.67.203.25;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011608505185;;;;;;;;;
31828144;01/12/2020 18:01;01/12/2020 16:51;FIBRE;BYT;13031;89.82.91.6;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_OCS | FIBRE_SALTO | HD | IPTV_STO | IPTV_SVOD_OCS | LIVE | MULTI | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;2;272011849101058;272011905513899;;;;;;;;
